# sourceSeal=16c2a7e window=10 draws=20 — S242/GEN-04.
# `before` counts duplicates inside the window with NO queue (what the runtime did until this packet);
# `after` counts them through drawFreshVariant. `exhausted` = pool at or below the window, which is
# GRB-04's finding and not something a queue can repair. Any `leaking` row is a mechanism bug.
generator,form,widgetType,verdict,draws,distinctWidgets,windowDuplicatesBefore,windowDuplicatesAfter,exhaustedDraws,redraws
g8-tm-transversal,tmTransversalMatch,matchPairs,exhausted,20,5,14,14,15,346
rolle-c,maxRoots,numeric,exhausted,20,6,14,14,14,322
g1-shapes-measure,Smg1HalvesNumeric,numeric,exhausted,20,6,14,14,14,344
root-solve,cubeNegative,buildExpression,exhausted,20,5,13,13,15,355
radian-convert,turnFraction,numeric,exhausted,20,5,15,13,14,334
order-decimals,secondOf4,numeric,exhausted,20,5,14,13,15,352
fn-evaluate,squareOnly,numeric,exhausted,20,5,15,13,14,328
negative-intro,compareNegativeFractions,rationalCompare,exhausted,20,5,14,13,15,348
geo-series,infBasic,numeric,exhausted,20,5,14,13,14,328
polygon-angles,sidesFromInterior,exactNumberLab,exhausted,20,5,15,13,13,317
permutation-count,buildSeat,buildExpression,exhausted,20,5,13,13,15,350
solve-trig-all,sumCos,numeric,exhausted,20,5,14,13,14,325
g7-sp-counting-principle,spCountCoinDieA,numeric,exhausted,20,5,14,13,15,347
g2-shapes-shares,Ssg2NameThirdFractionBar,fractionBar,exhausted,20,5,14,13,15,349
angle-equation,linearPairLab,angleMeasure,exhausted,20,6,13,13,14,325
solve-mult-div,solveDiv,numeric,exhausted,20,6,13,13,14,327
common-denom,lcd,numeric,exhausted,20,6,14,13,14,328
exp-solve,reciprocalBase,exactNumberLab,exhausted,20,6,13,13,14,325
arith-series,odds,numeric,exhausted,20,6,14,13,14,325
reflect-compose,basisColumn,pointEntry,exhausted,20,6,13,13,14,327
double-angle-solve,sumSolutions,numeric,exhausted,20,6,13,13,14,334
solve-trig-all,sumSin,numeric,exhausted,20,6,13,13,14,326
double-double,timesEight,numeric,exhausted,20,6,14,13,13,309
g7-sp-counting-principle,spCountFlips,numeric,exhausted,20,6,14,13,14,324
g0-shapes-sorting,shapeComposeTap,tapDiagram,exhausted,20,6,13,13,14,344
g0-shapes-sorting,shapeRollStackTap,tapDiagram,exhausted,20,6,14,13,14,329
g1-counting-120,To120Numeric,numeric,exhausted,20,6,13,13,14,327
g1-shapes-measure,Smg1FourthsNumeric,numeric,exhausted,20,6,13,13,14,337
g1-shapes-measure,Smg1HalvesFourthsNumeric,numeric,exhausted,20,6,13,13,14,328
g2-shapes-shares,Ssg2PyramidNumeric,numeric,exhausted,20,6,14,13,14,329
g2-shapes-shares,Ssg2PyramidTapDiagram,tapDiagram,exhausted,20,6,13,13,14,322
g2-shapes-shares,Ssg2ShapeVocabNumeric,numeric,exhausted,20,6,14,13,14,330
g2-shapes-shares,Ssg2ThirdsCountNumeric,numeric,exhausted,20,6,14,13,14,323
g4-multiply,mbPrimeCompositeNumeric,numeric,exhausted,20,6,13,13,14,325
cn-square,completeConstant,numeric,exhausted,20,7,13,13,13,321
power-product,basicSquare,numeric,exhausted,20,7,13,13,13,306
directrix-ecc,ratio,numeric,exhausted,20,7,13,13,13,301
ellipse-abc,findB,numeric,exhausted,20,4,16,12,12,283
exp-function,nextTerm,exactNumberLab,exhausted,20,4,15,12,14,337
grid-count,square,numeric,exhausted,20,5,14,12,14,348
pct-of-number,rrFractionPercent,numeric,exhausted,20,5,14,12,13,330
cn-disc-repeat,forceC,numeric,exhausted,20,6,14,12,14,325
angle-equation,complement,numeric,exhausted,20,6,13,12,14,331
grid-count,squareRead,areaModel,exhausted,20,6,14,12,14,332
ladder-shift,divThrice,placeValueTransformLab,exhausted,20,6,13,12,14,337
deriv-quotient,simplifyFirst,numeric,exhausted,20,6,14,12,14,327
polygon-angles,exteriorFromInterior,exactNumberLab,exhausted,20,6,13,12,13,316
pct-of-number,rrGridPercent,numeric,exhausted,20,6,13,12,13,326
rolle-c,cubicRepeated,numeric,exhausted,20,6,13,12,14,333
mvt-c,cubicDecimal,numeric,exhausted,20,6,13,12,13,304
to-polar,radius,numeric,exhausted,20,6,13,12,14,324
fraction-volume,bucketTrips,numeric,exhausted,20,6,13,12,14,334
g2-add-subtract-100,DoublesNumeric,numeric,exhausted,20,6,14,12,13,305
g2-add-subtract-100,NearDoublesNumeric,numeric,exhausted,20,6,14,12,14,328
g2-place-value-1000,Pv1000SkipHundredsNumeric,numeric,exhausted,20,6,14,12,14,334
cn-i-def,coefSquared,buildExpression,exhausted,20,7,13,12,13,305
ten-frame-fill,decompose,tenFrame,exhausted,20,7,12,12,13,312
pq-rhombus,otherDiagonal,numeric,exhausted,20,7,13,12,13,308
arith-series,multiples,numeric,exhausted,20,7,12,12,13,320
directrix-ecc,hypEcc,numeric,exhausted,20,7,13,12,13,319
inverse-deriv,arctan,numeric,exhausted,20,7,13,12,12,289
combination-count,handshakes,numeric,exhausted,20,7,13,12,13,314
times-five-ten,timesFive,numeric,exhausted,20,7,13,12,13,314
g1-shapes-measure,Smg12D3DNumeric,numeric,exhausted,20,7,13,12,12,287
a2-trig,tf-ratios__numeric,numeric,exhausted,20,7,13,12,13,302
ellipse-abc,eccentricity,numeric,exhausted,20,8,12,12,12,302
g8-esn-context-compute,esnContextMultiply,buildExpression,exhausted,20,8,12,12,12,280
g1-shapes-measure,Smg1SolidPartsNumeric,numeric,exhausted,20,8,12,12,12,286
power-product,quotientEval,numeric,exhausted,20,6,14,11,12,294
deriv-explog,expChain,numeric,exhausted,20,6,12,11,14,333
opt-box,maxVolume,numeric,exhausted,20,6,14,11,12,307
conditional-prob,diceCondition,numeric,exhausted,20,6,12,11,14,337
round-half,tieHundred,numberLinePlace,exhausted,20,6,13,11,12,300
pr-constant-k-g7,rrPartWholeSum,numeric,exhausted,20,6,13,11,12,297
g4-place-million,pvCommaPeriodsNumeric,numeric,exhausted,20,6,14,11,12,284
a2-trig,tf-identity__numeric,numeric,exhausted,20,6,13,11,12,291
pq-rhombus,sideFromDiagonals,numeric,exhausted,20,7,13,11,13,309
order-decimals,greatestOf3,numeric,exhausted,20,7,11,11,13,309
eval-expression,square,numeric,exhausted,20,7,12,11,13,316
reflect-compose,composeMatrix,matrixTransform,exhausted,20,7,13,11,12,289
critical-count,quartic,numeric,exhausted,20,7,12,11,12,291
k0-count-100,kTensBackHop,numberLineHop,exhausted,20,7,12,11,12,282
ladder-shift,divTenth,placeValueTransformLab,exhausted,20,8,12,11,12,285
hyperbola-cab,findC,numeric,exhausted,20,8,11,11,12,292
a2-polynomials,pf-cubes__buildExpression,buildExpression,exhausted,20,8,11,11,12,291
a2-polynomials,pf-cubes__numeric,numeric,exhausted,20,8,11,11,12,286
a2-radicals,re-plusminus__numeric,exactNumberLab,exhausted,20,8,12,11,12,291
a2-rationals,rf-opposite__buildExpression,buildExpression,exhausted,20,8,11,11,12,284
arith-series,paramsNegD,numeric,exhausted,20,6,12,10,13,317
decimal-representation,unitCount,numeric,exhausted,20,6,13,10,12,287
g0-counting,countTeenFrame,tenFrame,exhausted,20,6,14,10,11,274
k0-count-100,kDecadeCrossHop,numberLineHop,exhausted,20,6,13,10,13,314
a2-logarithms,lg-scales__numeric,numeric,exhausted,20,6,12,10,12,299
ladder-shift,mulTwice,placeValueTransformLab,exhausted,20,7,13,10,12,294
opt-box,beatEndpoint,numeric,exhausted,20,7,11,10,12,288
trig-deriv,product,numeric,exhausted,20,7,12,10,12,283
nl-partition,newMarks,numeric,exhausted,20,7,11,10,12,287
unit-trading,hundredsToTens,numeric,exhausted,20,7,11,10,13,305
times-2,doubleIt,numeric,exhausted,20,7,13,10,10,240
g7-scaled-area,unitAreaScale,geometricConstraintLab,exhausted,20,7,12,10,12,300
g8-esn-context-compute,esnContextDivide,buildExpression,exhausted,20,7,11,10,12,281
g2-fluency,FlNearDoublesNumeric,numeric,exhausted,20,7,12,10,12,281
a2-logarithms,lg-e__numeric,numeric,exhausted,20,7,11,10,13,306
a2-polynomials,pf-turning__numeric,exactNumberLab,exhausted,20,7,12,10,12,299
a2-radicals,re-extraneous__buildExpression,buildExpression,exhausted,20,7,12,10,12,286
a2-radicals,re-plusminus__buildExpression,buildExpression,exhausted,20,7,11,10,12,283
a2-statistics,si-margin__numeric,numeric,exhausted,20,7,12,10,12,279
exp-function,ratio,exactNumberLab,exhausted,20,8,12,10,12,284
geo-series,repeatDecimal,numeric,exhausted,20,8,10,10,12,297
decimal-representation,moneyTenths,numeric,exhausted,20,8,10,10,12,283
proportional-plot,cgPairNext,numeric,exhausted,20,8,10,10,12,281
quadrilaterals,cgEqualSidePerimeter,numeric,exhausted,20,8,10,10,12,293
g8-esn-context-compute,esnContextMixed,buildExpression,exhausted,20,8,11,10,12,281
g1-shapes-measure,Smg1ShapeSidesNumeric,numeric,exhausted,20,8,11,10,12,298
g3-mult-fluency,MultHardFactsNumeric,numeric,exhausted,20,8,12,10,10,249
a1-radicals,rad-pythagorean-radical__numeric,geometricConstraintLab,exhausted,20,8,10,10,12,281
a1-radicals,rad-pythagorean__numeric,geometricConstraintLab,exhausted,20,8,11,10,12,285
a2-statistics,si-claim-overreach__numeric,exactNumberLab,exhausted,20,8,11,10,12,285
a2-statistics,si-standard-error__numeric,exactNumberLab,exhausted,20,8,10,10,12,291
parabola-focal,focusPoint,numeric,exhausted,20,9,11,10,10,235
exp-function,initialValue,exactNumberLab,exhausted,20,9,11,10,10,232
thales-right-angle,hypotenuse,numeric,exhausted,20,9,11,10,11,267
evt-candidates,candidateCount,numeric,exhausted,20,6,13,9,11,275
evt-candidates,minValue,numeric,exhausted,20,6,12,9,11,282
round-half,tieTen,numberLinePlace,exhausted,20,6,12,9,11,262
prob-fraction,trialTheoretical,trialProbabilityLab,exhausted,20,7,10,9,12,281
coord-perimeter,rhombus,numeric,exhausted,20,7,13,9,12,303
implicit-diff,quadForm,numeric,exhausted,20,7,11,9,10,245
thales-right-angle,radiusFromLegs,numeric,exhausted,20,7,12,9,11,266
nl-unit,howManyJumps,numeric,exhausted,20,7,12,9,11,261
a2-logarithms,lg-ln__numeric,exactNumberLab,exhausted,20,7,11,9,12,304
a2-polynomials,pf-anatomy__numeric,exactNumberLab,exhausted,20,7,12,9,11,264
a2-polynomials,pf-multiplicity__numeric,numeric,exhausted,20,7,11,9,11,255
lcm-pair,gcfPair,numeric,exhausted,20,8,11,9,10,261
metric-convert,rrTimeDivide,numeric,exhausted,20,8,11,9,11,277
decimal-representation,trailingMatchCount,numeric,exhausted,20,8,10,9,11,278
multiplication-rule,withoutReplacement,numeric,exhausted,20,8,10,9,12,290
chord-dist,pipeDepth,numeric,exhausted,20,8,11,9,10,253
pr-constant-k-g7,rrPartWholeBuild,buildExpression,exhausted,20,8,10,9,12,291
g2-fluency,FlFromTenNumeric,numeric,exhausted,20,8,11,9,11,266
a1-polynomials,exponent-power__numeric,numeric,exhausted,20,8,10,9,11,260
a1-radicals,rad-distance__numeric,geometricConstraintLab,exhausted,20,8,11,9,12,292
a2-radicals,re-extraneous__numeric,exactNumberLab,exhausted,20,8,10,9,12,288
a2-rationals,rf-mixed__buildExpression,buildExpression,exhausted,20,8,10,9,11,270
a2-trig,tf-unit-circle__numeric,numeric,exhausted,20,8,9,9,12,289
count-prob,atLeastOne,numeric,exhausted,20,9,10,9,10,237
nl-beyond-one,jumpsToWhole,numeric,exhausted,20,9,11,9,10,257
k0-add-subtract,KoaSums5Numeric,numeric,exhausted,20,9,10,9,10,252
g1-data,GdTallySinglesNumeric,numeric,exhausted,20,9,10,9,11,276
g1-counting-120,TeensNumeric,numeric,exhausted,20,9,10,9,11,265
a2-trig,tf-exact-values__numeric,numeric,exhausted,20,9,10,9,11,272
radian-convert,arcRadians,numeric,exhausted,20,7,12,8,10,262
exp-solve,negExponent,exactNumberLab,exhausted,20,7,10,8,12,282
polygon-angles,exteriorSum,exactNumberLab,exhausted,20,7,13,8,10,250
times-five-ten,clockMinutes,numeric,exhausted,20,7,12,8,10,248
k0-add-subtract,KoaDiffs5Numeric,numeric,exhausted,20,7,12,8,10,246
g1-tens-ones,TnoTenBundleNumeric,numeric,exhausted,20,7,11,8,11,269
g2-fluency,FlDoublesNumeric,numeric,exhausted,20,7,11,8,11,263
a2-trig,tf-reference__numeric,numeric,exhausted,20,7,10,8,11,262
polygon-angles,sidesFromSum,exactNumberLab,exhausted,20,8,10,8,10,267
polygon-angles,sidesFromExterior,exactNumberLab,exhausted,20,8,11,8,10,240
hyperbola-cab,slope,numeric,exhausted,20,8,11,8,10,246
box-surface-area,sameVolumeDifference,numeric,exhausted,20,8,11,8,10,240
g2-fluency,FlTenPlusNumeric,numeric,exhausted,20,8,12,8,10,239
g3-div-fluency,DivBy3Numeric,numeric,exhausted,20,8,12,8,10,253
parabola-focal,dishForm,numeric,exhausted,20,9,10,8,10,251
arith-series,findN,numeric,exhausted,20,9,10,8,10,235
permutation-count,arrangeAll,numeric,exhausted,20,9,9,8,11,269
g1-add-subtract,TensPartnersNumeric,numeric,exhausted,20,9,8,8,11,273
g4-decimals,dTenthsWriteNumeric,numeric,exhausted,20,9,9,8,11,258
a1-solving-equations,multi-literal__numeric,numeric,exhausted,20,9,11,8,10,243
pq-para-angle,ratioPair,numeric,exhausted,20,10,9,8,10,242
opt-setup,domainBound,numeric,exhausted,20,6,13,7,10,244
k0-count-100,kTensNextHop,numberLineHop,exhausted,20,7,11,7,11,271
pythagorean,ladder,numeric,exhausted,20,8,10,7,10,241
polygon-angles,regularInterior,exactNumberLab,exhausted,20,8,11,7,10,261
metric-convert,rrHoursSeconds,numeric,exhausted,20,8,9,7,11,268
box-surface-area,cubeSA,numeric,exhausted,20,8,10,7,10,240
equiv-models,tradeEighths,numeric,exhausted,20,8,9,7,10,233
g4-decimals,dTenthToHundredthNumeric,numeric,exhausted,20,8,11,7,11,271
a2-logarithms,lg-product__numeric,exactNumberLab,exhausted,20,8,10,7,11,275
exp-function,startAmount,exactNumberLab,exhausted,20,9,8,7,10,243
lcm-pair,divides,numeric,exhausted,20,10,9,7,10,241
lcm-pair,buses,numeric,exhausted,20,10,9,7,10,255
g3-div-fluency,DivBy2Numeric,numeric,exhausted,20,10,9,7,10,236
g3-div-fluency,DivBy10Numeric,numeric,exhausted,20,8,12,6,10,263
g3-mult-fluency,MultSquaresNumeric,numeric,exhausted,20,9,8,6,11,263
exp-function,decayModel,exactNumberLab,exhausted,20,9,9,5,10,248
g8-tm-congruence,tmCongruenceSort,dragBucket,exhausted,20,9,10,5,5,160
g0-counting,countReadFlash,subitizeFlash,exhausted,20,10,8,5,8,199
a1-polynomials,factor-difference-squares__buildExpression,buildExpression,exhausted,20,7,13,4,4,166
area-vs-perimeter,areaGap,numeric,exhausted,20,9,10,4,4,132
a1-polynomials,factor-difference-squares__numeric,numeric,exhausted,20,10,8,4,4,117
radian-convert,radToDeg,numeric,exhausted,20,8,12,3,3,119
sigma-eval,sigmaPow,numeric,exhausted,20,9,10,3,4,117
trig-inside,sumSolutions,numeric,exhausted,20,9,9,3,4,125
radian-convert,nFromDegrees,numeric,exhausted,20,10,10,3,3,127
geo-series,powers,numeric,exhausted,20,8,10,2,2,77
mass,kgToG,numeric,exhausted,20,8,10,2,2,117
g3-mult-fluency,MultTable10Numeric,numeric,exhausted,20,8,12,2,2,84
g4-lines-angles,laSymmetryApplicationNumeric,numeric,exhausted,20,8,11,2,2,104
a1-quadratics,quad-diff-squares-solve__numeric,numeric,exhausted,20,8,12,2,2,90
equiv-models,tradeInto,numeric,exhausted,20,9,11,2,2,126
a2-radicals,re-models__numeric,exactNumberLab,exhausted,20,9,11,2,2,102
decimal-representation,rungCount,numeric,exhausted,20,10,10,2,2,98
g8-esn-power-meaning,esnPowerNegativeDeep,numeric,exhausted,20,10,7,2,2,63
a2-radicals,re-var-radicals__buildExpression,buildExpression,exhausted,20,10,10,2,2,109
variable-meaning,divide,numeric,exhausted,20,8,11,1,1,73
time-set-clock,hour,clockSet,exhausted,20,8,10,1,1,89
g1-data,GdTallyReadNumeric,numeric,exhausted,20,8,10,1,1,74
g3-mult-fluency,MultTable4Numeric,numeric,exhausted,20,8,10,1,1,142
a2-radicals,re-convert__buildExpression,buildExpression,exhausted,20,8,12,1,1,84
a2-radicals,re-products__buildExpression,buildExpression,exhausted,20,8,11,1,1,116
a2-series,sr-inf-sum__numeric,numeric,exhausted,20,8,11,1,1,66
variable-meaning,halfEval,numeric,exhausted,20,9,10,1,1,74
g3-mult-fluency,MultTable5Numeric,numeric,exhausted,20,9,9,1,1,165
g3-mult-fluency,MultTable8Numeric,numeric,exhausted,20,9,10,1,1,111
a2-logarithms,lg-expand-condense__numeric,exactNumberLab,exhausted,20,9,9,1,1,81
negative-intro,doubleOpposite,numeric,exhausted,20,10,9,1,1,60
reflect-compose,reverseOrder,mcq,exhausted,20,10,8,1,1,45
opt-setup,maxProduct,numeric,exhausted,20,10,10,1,1,56
g2-measure-money-time,MmtBarGraphNumeric,numeric,exhausted,20,10,10,1,1,79
g3-mult-fluency,MultTable6Numeric,numeric,exhausted,20,10,10,1,2,133
g3-mult-fluency,MultTable9Numeric,numeric,exhausted,20,10,8,1,1,101
a1-quadratics,quad-square-root__numeric,numeric,exhausted,20,10,8,1,1,59
a2-radicals,re-products__numeric,exactNumberLab,exhausted,20,10,9,1,1,100
ellipse-axes,focalSum,numeric,marginal,20,11,8,3,3,108
cn-conjugate,divideReal,numeric,marginal,20,11,8,1,1,46
eval-expression,parenDiv,numeric,marginal,20,11,8,1,1,63
pr-graph-rate-g7,graphUnitPlot,plotPoint,marginal,20,11,9,1,1,40
g2-fluency,FlSums20Numeric,numeric,marginal,20,11,7,1,1,136
g3-mult-fluency,MultTable2Numeric,numeric,marginal,20,11,9,1,1,72
decimal-mul-places,threePlaces,numeric,marginal,20,12,7,1,1,43
